report_id,occur_location,shift_type,location_type,crime_description,occur_neighborhood,occur_latitude,occur_longitude,occur_time
172821739,2639 KNOX ST NE,Evening Watch,,LARCENY-NON VEHICLE,East Lake,33.75254,-84.30038,2017-10-05 17:00:00
172822136,2452 MOROSGO WAY NE,Evening Watch,23,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.82307,-84.3652,2017-10-09 19:50:00
172822309,178 MOURY AVE SW,Evening Watch,20,LARCENY-NON VEHICLE,The Villages at Carver,33.71347,-84.39079,2017-10-09 20:42:00
172820345,780 WOODROW ST SW,Morning Watch,,LARCENY-FROM VEHICLE,Oakland City,33.72299,-84.41348,2017-10-09 01:00:00
172820764,868 YORK AVE SW,Day Watch,18,LARCENY-FROM VEHICLE,West End,33.736959999999996,-84.41633,2017-10-06 18:30:00
172821442,1820 PEACHTREE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,Ardmore,33.804990000000004,-84.39381,2017-10-06 08:00:00
172821688,3337 CASCADE PARC BLVD SW,Evening Watch,14,LARCENY-FROM VEHICLE,Southwest,33.7027,-84.49694000000001,2017-10-08 20:00:00
172822243,741 MOROSGO DR NE,Evening Watch,20,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.822959999999995,-84.36346,2017-10-08 20:30:00
172821012,3405 LENOX RD NE,Day Watch,14,LARCENY-NON VEHICLE,Lenox,33.847809999999996,-84.35996999999999,2017-10-06 08:12:00
172821282,1990 ALISON CT SW,Day Watch,26,LARCENY-NON VEHICLE,Campbellton Road,33.70066,-84.45363,2017-10-06 17:00:00
172821489,631 E PELHAM RD NE;,Evening Watch,20,LARCENY-NON VEHICLE,Morningside/Lenox Park,33.80144,-84.3665,2017-10-01 00:00:00
172821724,3393 PEACHTREE RD NE,Evening Watch,8,LARCENY-NON VEHICLE,Lenox,33.84884,-84.36475,2017-10-08 21:03:00
172821787,3855 RUBY H HARPER BLVD SE,Evening Watch,29,LARCENY-NON VEHICLE,Blair Villa/Poole Creek,33.649029999999996,-84.38048,2017-10-09 08:00:00
172822097,111 CONE ST NW,Evening Watch,18,LARCENY-NON VEHICLE,Downtown,33.75785,-84.38996,2017-10-09 18:50:00
172821020,12 BROAD ST SW,Day Watch,24,LARCENY-NON VEHICLE,Downtown,33.7532,-84.39201,2017-10-09 11:00:00
172821775,3393 PEACHTREE RD NE @LENOX MALL,Day Watch,8,LARCENY-NON VEHICLE,Lenox,33.84884,-84.36475,2017-10-09 16:52:00
172821821,590 CASCADE AVE SW @KROGER - CASCADE,Evening Watch,8,LARCENY-NON VEHICLE,West End,33.73856,-84.43406999999999,2017-10-09 17:06:00
172821966,1790 HOWELL MILL RD NW,Evening Watch,23,LARCENY-NON VEHICLE,Underwood Hills,33.80359,-84.41421,2017-10-09 18:00:00
172820035,810 JUNIPER ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.77667,-84.38301,2017-10-08 21:30:00
172820119,1515 BUNGALOW LN NW,Morning Watch,20,LARCENY-FROM VEHICLE,Rockdale,33.78629,-84.44355999999999,2017-10-08 20:00:00
172820366,1620 HOLLYWOOD RD NW,Morning Watch,26,LARCENY-FROM VEHICLE,Scotts Crossing,33.79988,-84.47023,2017-10-09 00:30:00
172820437,3399 CEDAR ISLAND DR SW,Morning Watch,20,LARCENY-FROM VEHICLE,West Manor,33.73875,-84.49947,2017-10-09 04:20:00
172820537,515 FULTON ST SW,Day Watch,26,LARCENY-FROM VEHICLE,Mechanicsville,33.741,-84.40446999999999,2017-10-08 18:00:00
172820682,1891 HOWELL MILL RD NW,Day Watch,5,LARCENY-FROM VEHICLE,Channing Valley,33.80659,-84.41274,2017-10-06 07:30:00
172820783,3635 E PACES CIR NE,Unknown,18,LARCENY-FROM VEHICLE,Ridgedale Park,33.84925,-84.35302,2017-10-07 18:00:00
172820790,221 PEACHTREE CENTER AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,Downtown,33.7606,-84.38593,2017-10-04 08:00:00
172820898,3377 PEACHTREE RD NE,Day Watch,14,LARCENY-FROM VEHICLE,Lenox,33.848420000000004,-84.36643000000001,2017-10-08 19:30:00
172820929,1254 DEFOOR VILLAGE CT NW,Day Watch,26,LARCENY-FROM VEHICLE,Underwood Hills,33.81005,-84.42837,2017-10-09 02:30:00
172821028,98 CONE ST NW,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75741,-84.3909,2017-10-08 06:00:00
172821104,58 6TH ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.7775,-84.3853,2017-10-05 20:00:00
172821222,836 TIFT AVE SW,Day Watch,20,LARCENY-FROM VEHICLE,Adair Park,33.73212,-84.41035,2017-10-08 23:00:00
172821331,257 N COLONIAL HOMES CIR NW,Morning Watch,18,LARCENY-FROM VEHICLE,Colonial Homes,33.815329999999996,-84.39676,2017-10-09 01:00:00
172821437,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,Evening Watch,,LARCENY-FROM VEHICLE,,33.81,-84.39583,2017-10-09 12:55:00
172821457,751 FAIRBURN RD SW,Day Watch,18,LARCENY-FROM VEHICLE,Fairburn Mays,33.73454,-84.51059000000001,2017-10-07 01:00:00
172821636,2315 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,18,LARCENY-FROM VEHICLE,Center Hill,33.77717,-84.46256,2017-10-07 12:01:00
172821746,1892 HOWELL MILL RD ,Evening Watch,18,LARCENY-FROM VEHICLE,Wildwood (NPU-C),33.80656,-84.41296,2017-10-09 16:30:00
172821777,799 COOPER ST SW,Evening Watch,20,LARCENY-FROM VEHICLE,Mechanicsville,33.73301,-84.39723000000001,2017-10-09 12:00:00
172821781,1150 CRESCENT AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78601,-84.38436999999999,2017-10-09 07:35:00
172821817,1845 PIEDMONT AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.806459999999994,-84.36665,2017-10-05 18:00:00
172821870,465 BOULEVARD SE,Evening Watch,24,LARCENY-FROM VEHICLE,Grant Park,33.74178,-84.36825,2017-10-09 10:00:00
172821886,255 E PACES FERRY RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,Buckhead Village,33.83915,-84.37917,2017-10-09 15:00:00
172821926,2135 DEFOOR HILLS RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,Underwood Hills,33.81452,-84.43261,2017-10-09 15:00:00
172821973,291 HAMILTON E HOLMES DR NW @UNION BAPTIST,Evening Watch,18,LARCENY-FROM VEHICLE,Center Hill,33.76297,-84.46985,2017-10-08 08:00:00
172821992,275 PETERS ST SW,Evening Watch,13,LARCENY-FROM VEHICLE,Castleberry Hill,33.7471,-84.40222,2017-10-09 17:00:00
172822049,112 COURTLAND ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75756,-84.38434000000001,2017-10-08 23:00:00
172822275,1801 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,Berkeley Park,33.80448,-84.41348,2017-10-09 10:30:00
172822302,171 AUBURN AVE NE @ CITY WALK,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75546,-84.38185,2017-10-09 12:30:00
172822307,2625 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82678,-84.36699,2017-10-09 21:00:00
172822348,660 9TH ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,Home Park,33.78051,-84.40903,2017-10-09 20:00:00
172822358,3521 NORTHSIDE PKWY NW,Unknown,18,LARCENY-FROM VEHICLE,Randall Mill,33.85078,-84.43028000000001,2017-10-09 19:00:00
172822391,342 NELSON ST SW,Evening Watch,20,LARCENY-FROM VEHICLE,Castleberry Hill,33.7514,-84.39875,2017-10-09 21:33:00
172822433,343 JOSEPH E LOWERY BLVD NW,Morning Watch,23,LARCENY-FROM VEHICLE,English Avenue,33.76397,-84.41735,2017-10-09 21:48:00
172822488,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,Morning Watch,18,LARCENY-FROM VEHICLE,Old Fourth Ward,33.77324,-84.36513000000001,2017-10-09 20:40:00
172822512,2351 LAKEWOOD AVE SW,Morning Watch,20,LARCENY-FROM VEHICLE,Polar Rock,33.6972,-84.3959,2017-10-07 12:00:00
172822518,3324 PEACHTREE RD NE,Morning Watch,26,LARCENY-FROM VEHICLE,North Buckhead,33.84595,-84.36851999999999,2017-10-09 23:12:00
172822551,470 16TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,Home Park,33.7883,-84.40387,2017-10-09 23:00:00
172830022,1299 COLLIER RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,Underwood Hills,33.81217,-84.42922,2017-10-10 00:10:00
172830080,207 PEACHTREE CENTER AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,Downtown,33.76021,-84.38594,2017-10-09 23:50:00
172830296,1993 BENT CREEK WAY SW,Morning Watch,26,LARCENY-FROM VEHICLE,Campbellton Road,33.70084,-84.46568,2017-10-09 22:30:00
172830329,585 MCWILLIAMS RD SE,Morning Watch,26,LARCENY-FROM VEHICLE,Browns Mill Park,33.6887,-84.36924,2017-10-10 04:38:00
172830403,266 11TH ST NE,Morning Watch,13,LARCENY-FROM VEHICLE,Midtown,33.78268,-84.37893000000001,2017-10-09 19:30:00
172830555,3780 SOUTHSIDE INDUSTRIAL CT SE,Day Watch,99,LARCENY-FROM VEHICLE,Blair Villa/Poole Creek,33.651920000000004,-84.3758,2017-10-09 16:00:00
172830558,3200 LENOX RD NE,Day Watch,18,LARCENY-FROM VEHICLE,Pine Hills,33.842929999999996,-84.35825,2017-10-09 22:00:00
172830604,201 MOURY AVE SW,Day Watch,26,LARCENY-FROM VEHICLE,The Villages at Carver,33.71691,-84.39276,2017-10-10 02:00:00
172830668,245 AMAL DR SW,Morning Watch,13,LARCENY-FROM VEHICLE,Betmar LaVilla,33.70612,-84.39573,2017-10-09 21:30:00
172830790,1469 CAMPBELLTON RD SW,Day Watch,23,LARCENY-FROM VEHICLE,Venetian Hills,33.713770000000004,-84.43666,2017-10-10 09:00:00
172830861,2115 PIEDMONT RD NE,Day Watch,26,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.812740000000005,-84.36659,2017-10-09 22:00:00
172830875,799 COOPER ST SW,Day Watch,20,LARCENY-FROM VEHICLE,Mechanicsville,33.73301,-84.39723000000001,2017-10-10 09:30:00
172830879,240 CONNECTICUT AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,Lake Claire,33.76097,-84.32941,2017-10-09 22:30:00
172830916,660 W PEACHTREE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.77267,-84.38745,2017-10-02 20:00:00
172831011,271 17TH ST NW,Day Watch,18,LARCENY-FROM VEHICLE,Atlantic Station,33.79293,-84.3975,2017-10-09 08:00:00
172831188,30 CENTENNIAL OLYMPIC P DR NW,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.755720000000004,-84.398,2017-10-10 09:00:00
172831214,820 RALPH MCGILL BLVD NE,Day Watch,,LARCENY-FROM VEHICLE,Poncey-Highland,33.76774,-84.36024,2017-10-10 09:30:00
172831220,510 FAIR ST SW,Day Watch,18,LARCENY-FROM VEHICLE,Atlanta University Center,33.74889,-84.40453000000001,2017-10-10 10:00:00
172831261,1133 HUFF RD NW,Day Watch,,LARCENY-FROM VEHICLE,Blandtown,33.78909,-84.42518000000001,2017-10-10 12:30:00
172831342,101 ANDREW YOUNG BLVD,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75972,-84.39056,2017-10-10 12:00:00
172831456,1325 LOGAN CIR NW,Day Watch,18,LARCENY-FROM VEHICLE,Underwood Hills,33.80539,-84.43081,2017-10-10 11:00:00
172831641,3011 HEADLAND DR SW,Evening Watch,18,LARCENY-FROM VEHICLE,Greenbriar,33.68965,-84.48756,2017-10-10 16:35:00
172831672,650 PONCE DE LEON AVE NE @WHOLE FOODS - PONCE,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.77352,-84.36667,2017-10-10 15:35:00
172831790,2900 CAMPBELLTON RD SW,Evening Watch,23,LARCENY-FROM VEHICLE,Southwest,33.697540000000004,-84.48397,2017-10-10 16:50:00
172831809,1500 MCLENDON AVE NE @CANDLER PARK,Evening Watch,31,LARCENY-FROM VEHICLE,Candler Park,33.76879,-84.33785,2017-10-10 15:30:00
172831817,40 MOUNT ZION RD,Evening Watch,20,LARCENY-FROM VEHICLE,Glenrose Heights,33.67272,-84.3904,2017-10-04 15:00:00
172831909,3500 PEACHTREE RD NE @SAKS FIFTH AVENUE,Evening Watch,18,LARCENY-FROM VEHICLE,North Buckhead,33.85248,-84.36058,2017-10-10 16:00:00
172832107,589 WILLOW ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,Downtown,33.77067,-84.383,2017-10-10 18:30:00
172832183,861 MERCER ST SE,Evening Watch,20,LARCENY-FROM VEHICLE,Ormewood Park,33.735409999999995,-84.35834,2017-10-07 13:00:00
172832421,1750 COMMERCE DR NW,Unknown,18,LARCENY-FROM VEHICLE,Berkeley Park,33.80174,-84.41093000000001,2017-10-10 19:40:00
172832431,215 NORTH AVE NE,Evening Watch,,LARCENY-FROM VEHICLE,Old Fourth Ward,33.77117,-84.38025,2017-10-10 19:00:00
172832462,748 EDGEWOOD AVE,Evening Watch,13,LARCENY-FROM VEHICLE,Inman Park,33.75492,-84.36316,2017-10-10 18:45:00
172832516,1034 MARYLAND AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,Virginia Highland,33.78281,-84.35701,2017-10-10 21:40:00
172832549,2020 HOWELL MILL RD NW @PUBLIX - HOWELL,Evening Watch,18,LARCENY-FROM VEHICLE,Wildwood (NPU-C),33.81004,-84.41285,2017-10-10 20:15:00
172832579,1963 HOSEA L WILLIAMS DR SE,Evening Watch,13,LARCENY-FROM VEHICLE,Kirkwood,33.751709999999996,-84.32333,2017-10-10 19:45:00
172830277,486 PONCE DE LEON AVE NE,Morning Watch,23,LARCENY-NON VEHICLE,Midtown,33.77366,-84.37125,2017-10-10 03:30:00
172830962,80 JESSE HILL JR DR SE @ MORRISON HEALTHCARE,Day Watch,28,LARCENY-NON VEHICLE,Downtown,33.752309999999994,-84.38231,2017-10-10 10:15:00
172831333,1801 HOWELL MILL RD NW,Day Watch,24,LARCENY-NON VEHICLE,Berkeley Park,33.80448,-84.41348,2017-10-10 12:40:00
172831364,825 MARTIN L KING JR DR NW @PUBLIX - MLK,Evening Watch,20,LARCENY-NON VEHICLE,Vine City,33.75478,-84.41389000000001,2017-10-10 13:43:00
172832048,3500 MARTIN L KING JR DR SW,Evening Watch,24,LARCENY-NON VEHICLE,Adamsville,33.75755,-84.50253000000001,2017-10-10 18:00:00
172832201,3755 CARMIA DR SW,Evening Watch,99,LARCENY-NON VEHICLE,Princeton Lakes,33.6569,-84.51004,2017-10-10 18:40:00
172832292,375 18TH ST NW @TARGET - 18TH,Evening Watch,24,LARCENY-NON VEHICLE,Atlantic Station,33.792390000000005,-84.39981999999999,2017-10-10 19:30:00
172830295,3604 BAKERS FERRY RD SW,Morning Watch,20,BURGLARY-NONRES,Adamsville,33.759370000000004,-84.50628,2017-10-10 03:45:00
172832277,447 MORELAND AVE SE,Evening Watch,18,LARCENY-NON VEHICLE,Ormewood Park,33.74184,-84.34934,2017-10-10 19:23:00
172832506,104 MARIETTA ST NW ,Evening Watch,13,LARCENY-NON VEHICLE,Downtown,33.7566,-84.39242,2017-10-10 21:36:00
172831386,2254 BAYWOOD DR SE,Day Watch,13,LARCENY-FROM VEHICLE,Swallow Circle/Baywood,33.69202,-84.38819000000001,2017-10-09 19:00:00
172830612,425 VALLEY GREEN DR NE,Day Watch,20,LARCENY-NON VEHICLE,North Buckhead,33.87525,-84.37318,2017-10-09 23:00:00
172830874,3537 MARTIN L KING JR DR NW,Day Watch,10,LARCENY-NON VEHICLE,Adamsville,33.75819,-84.50327,2017-10-06 16:00:00
172830892,848 PEACHTREE ST NE,Evening Watch,21,LARCENY-NON VEHICLE,Midtown,33.77785,-84.38447,2017-10-09 18:00:00
172831314,567 ANGIER AVE NE,Evening Watch,20,LARCENY-NON VEHICLE,Old Fourth Ward,33.76623,-84.36867,2017-10-10 13:24:00
172832047,761 LIBERTY COMMONS DR NW,Evening Watch,,LARCENY-NON VEHICLE,Vine City,33.756040000000006,-84.41516,2017-10-10 14:45:00
172832082,1660 PEACHTREE ST NW,Evening Watch,26,LARCENY-NON VEHICLE,Midtown,33.79874,-84.39164,2017-10-10 12:00:00
172832088,1920 CHESHIRE BRIDGE RD NE,Evening Watch,24,LARCENY-NON VEHICLE,Morningside/Lenox Park,33.810320000000004,-84.35961,2017-10-09 11:00:00
172832255,61 CLAY ST SE,Evening Watch,20,LARCENY-NON VEHICLE,Kirkwood,33.7519,-84.33051,2017-10-10 07:30:00
172832354,190 MARION PL NE,Evening Watch,20,LARCENY-NON VEHICLE,Edgewood,33.75908,-84.3452,2017-10-10 16:00:00
172831962,215 FORSYTH ST SW,Evening Watch,13,ROBBERY-PEDESTRIAN,Downtown,33.748870000000004,-84.39661,2017-10-10 17:30:00
172830178,36 JOHN PORTMAN BLVD NE,Morning Watch,18,AUTO THEFT,Downtown,33.76086,-84.38511,2017-10-10 00:30:00
172830529,2798 PEEK RD NW,Day Watch,,AUTO THEFT,Collier Heights,33.777429999999995,-84.47815,2017-10-10 07:00:00
172830542,1150 ASTOR AVE SW,Day Watch,18,AUTO THEFT,Sylvan Hills,33.701370000000004,-84.42678000000001,2017-10-09 20:00:00
172830596,1876 JOSEPH E BOONE BLVD NW,Day Watch,20,AUTO THEFT,Dixie Hills,33.76352,-84.44818000000001,2017-10-09 23:00:00
172830724,151 CLEVELAND AVE SW,Day Watch,13,AUTO THEFT,Browns Mill Park,33.6812,-84.39416999999999,2017-10-10 08:50:00
172830964,2365 PEACHTREE RD NE @PUBLIX - PEACH BAT,Day Watch,18,AUTO THEFT,Peachtree Hills,33.820159999999994,-84.38824,2017-10-07 21:30:00
172831053,197 MOURY AVE SW,Day Watch,26,AUTO THEFT,The Villages at Carver,33.71624,-84.39229,2017-10-09 22:00:00
172831953,2537 PIEDMONT RD NE,Evening Watch,18,AUTO THEFT,Lindbergh/Morosgo,33.82442,-84.36711,2017-10-10 17:30:00
172832224,3251 TELFORD TER SW,Evening Watch,20,AUTO THEFT,Princeton Lakes,33.664640000000006,-84.51543000000001,2017-10-10 18:00:00
172832328,970 SPRING STREET,Evening Watch,23,AUTO THEFT,Midtown,33.78141,-84.38896,2017-10-10 19:50:00
172832526,950 MICHIGAN AVE NW,Morning Watch,20,AUTO THEFT,Washington Park,33.75866,-84.41897,2017-10-10 10:30:00
172832679,970 SPRING ST NW,Morning Watch,23,AUTO THEFT,Midtown,33.78111,-84.3892,2017-10-10 23:25:00
172822542,871 JUNIPER ST NE,Morning Watch,13,AGG ASSAULT,Midtown,33.77858,-84.38261,2017-10-09 23:20:00
172830349,396 LINDEN AVE NE,Morning Watch,13,AGG ASSAULT,Old Fourth Ward,33.76998,-84.37408,2017-10-10 04:00:00
172831167,937 METROPOLITAN PARKWAY SW,Day Watch,26,AGG ASSAULT,Adair Park,33.72227,-84.40907,2017-10-10 12:00:00
172830045,1739 BEECHER ST SW,Morning Watch,20,AGG ASSAULT,Westview,33.73377,-84.4446,2017-10-10 00:00:00
172832562,740 SIDNEY MARCUS BLVD NE,Morning Watch,18,AGG ASSAULT,Lindbergh/Morosgo,33.82598,-84.36335,2017-10-10 21:00:00
172831243,82 ELECTRIC AVE NW,Day Watch,13,AGG ASSAULT,Vine City,33.756840000000004,-84.40445,2017-10-10 12:30:00
172832396,3047 LENOX RD NE,Evening Watch,26,AGG ASSAULT,Pine Hills,33.83791,-84.35802,2017-10-10 17:00:00
172830513,508 MAIN ST NE,Day Watch,26,BURGLARY-RESIDENCE,Lindbergh/Morosgo,33.8227,-84.37056,2017-10-09 20:45:00
172831030,1766 LAKEWOOD AVE SE,Morning Watch,4,BURGLARY-NONRES,Lakewood Heights,33.70581,-84.38009,2017-10-10 03:20:00
172831698,461 SCHOOL DR SE,Evening Watch,4,BURGLARY-NONRES,Orchard Knob,33.67181,-84.3745,2017-10-08 16:00:00
172830379,802 PEEPLES ST SW,Morning Watch,20,BURGLARY-RESIDENCE,West End,33.73299,-84.42036999999999,2017-10-10 05:50:00
172831582,1003 WASHINGTON ST SW,Evening Watch,26,BURGLARY-RESIDENCE,Peoplestown,33.727340000000005,-84.39109,2017-10-10 08:00:00
172832636,805 MAGNOLIA WAY NW,Morning Watch,,BURGLARY-RESIDENCE,Vine City,33.75823,-84.41405,2017-10-10 11:00:00
172840527,121 CRUMLEY ST SE,Day Watch,20,BURGLARY-RESIDENCE,Summerhill,33.739340000000006,-84.38373,2017-10-10 23:00:00
172841022,1105 CORDOVA ST SW,Day Watch,20,BURGLARY-RESIDENCE,Oakland City,33.72749,-84.42488,2017-10-10 19:40:00
172840320,1001 PIEDMONT AVE NE,Morning Watch,21,BURGLARY-NONRES,Midtown,33.78201,-84.38028,2017-10-11 03:15:00
172840688,1345 DONNELLY AVE SW,Day Watch,26,BURGLARY-RESIDENCE,West End,33.73601,-84.4316,2017-10-10 00:00:00
172841800,509 BOULEVARD NE,Evening Watch,26,BURGLARY-RESIDENCE,Old Fourth Ward,33.768190000000004,-84.37177,2017-10-08 18:00:00
172841925,1480 OLIVE ST SW,Evening Watch,20,BURGLARY-RESIDENCE,Venetian Hills,33.71496,-84.43121,2017-10-11 12:00:00
172841948,352 W WIEUCA RD NE,Unknown,20,BURGLARY-RESIDENCE,North Buckhead,33.87392,-84.37604,2017-10-10 06:30:00
172841983,445 CLEVELAND AVE SE,Evening Watch,26,BURGLARY-RESIDENCE,Rosedale Heights,33.681490000000004,-84.37151999999999,2017-10-11 08:00:00
172842259,2457 SUNRIDGE AVE SE,Evening Watch,99,BURGLARY-RESIDENCE,Browns Mill Park,33.68708,-84.38382,2017-10-11 18:00:00
172842884,375 6TH ST NE,Morning Watch,20,BURGLARY-RESIDENCE,Midtown,33.77608,-84.37473,2017-10-11 23:38:00
172842023,3272 GLENVIEW CIR SW,Evening Watch,20,AGG ASSAULT,Heritage Valley,33.701809999999995,-84.50101,2017-10-06 21:34:00
172842817,1082 LUCILE AVE SW,Morning Watch,20,AGG ASSAULT,West End,33.74218,-84.42323,2017-10-11 21:53:00
172840011,201 MOURY AVE SW,Morning Watch,18,AGG ASSAULT,The Villages at Carver,33.71691,-84.39276,2017-10-11 00:00:00
172842192,1586 OLYMPIAN CIRCLE SW,Evening Watch,20,AGG ASSAULT,Westview,33.73522,-84.43947,2017-10-11 17:35:00
172842435,342 CAIRO ST NW,Evening Watch,13,AGG ASSAULT,Bankhead,33.76417,-84.41971,2017-10-11 19:10:00
172842701,1033 HOLLYWOOD RD NW,Evening Watch,26,AGG ASSAULT,Almond Park,33.78308,-84.45881999999999,2017-10-11 21:40:00
172840874,169 1ST ST SW,Day Watch,20,AGG ASSAULT,Ashview Heights,33.75006,-84.42548000000001,2017-10-11 09:30:00
172842266,1294 DONNELLY AVE SW,Evening Watch,23,ROBBERY-COMMERCIAL,West End,33.73472,-84.42987,2017-10-11 18:10:00
172842862,2685 METROPOLITAN PKWY SW,Morning Watch,21,ROBBERY-COMMERCIAL,Perkerson,33.68173,-84.40783,2017-10-11 23:30:00
172840130,717 LEE ST SW,Morning Watch,,ROBBERY-RESIDENCE,West End,33.73516,-84.41421,2017-10-11 01:07:00
172840304,271 17TH ST NW,Morning Watch,18,AUTO THEFT,Atlantic Station,33.791290000000004,-84.3958,2017-10-10 18:15:00
172840550,4353 KIMBALL RD SW,Evening Watch,13,AUTO THEFT,Elmco Estates,33.68873,-84.5308,2017-10-10 19:30:00
172841100,1760 NORTHSIDE DR NW,Day Watch,18,AUTO THEFT,Channing Valley,33.80402,-84.40791,2017-10-11 05:00:00
172841237,854 REGINA DR NW @BRYANTS WRECKER,Day Watch,18,AUTO THEFT,Center Hill,33.77649,-84.47301,2017-10-10 18:00:00
172842356,641 PEARCE ST SW,Evening Watch,20,AUTO THEFT,Adair Park,33.72972,-84.40876999999999,2017-10-11 18:00:00
172730960,654 BOULEVARD NE,Evening Watch,26,AUTO THEFT,Old Fourth Ward,33.77258,-84.37147,2017-09-30 09:00:00
172840031,3700 INGLEDALE DR SW,Morning Watch,13,ROBBERY-PEDESTRIAN,Heritage Valley,33.705059999999996,-84.50595,2017-10-10 23:30:00
172842698,858 ARGONNE AVE NE,Evening Watch,13,ROBBERY-PEDESTRIAN,Midtown,33.786770000000004,-84.38968,2017-10-11 21:30:00
172842784,169 8TH ST NE,Evening Watch,13,ROBBERY-PEDESTRIAN,Midtown,33.77833,-84.38122,2017-10-11 22:30:00
172842859,960 NEW TOWN CIR SE,Morning Watch,13,ROBBERY-PEDESTRIAN,Thomasville Heights,33.70833,-84.35924,2017-10-11 23:10:00
172842886,435 FEDORA WAY NW,Morning Watch,13,ROBBERY-PEDESTRIAN,Fairburn Heights,33.76727,-84.50684,2017-10-11 23:10:00
172840905,72 MARIETTA ST NW,Evening Watch,11,ROBBERY-PEDESTRIAN,Downtown,33.75574,-84.39293,2017-10-10 18:00:00
172840257,381 AMAL DR SW,Morning Watch,26,AUTO THEFT,Amal Heights,33.707679999999996,-84.39834,2017-10-11 02:20:00
172841631,I-75-85 NB EXPY SE / MARTIN L KING JR DR SE,Evening Watch,13,AUTO THEFT,Capitol Gateway,33.748129999999996,-84.38479,2017-09-26 13:45:00
172841653,1640 HABERSHAL DR NW,Evening Watch,20,AUTO THEFT,West Highlands,33.789629999999995,-84.44556,2017-10-11 14:58:00
172840082,2 WHITEFOORD AVE NE,Morning Watch,20,LARCENY-NON VEHICLE,Edgewood,33.75369,-84.34218,2017-10-11 00:36:00
172840408,1095 RALPH D ABERNATHY BLVD SW,Morning Watch,13,LARCENY-NON VEHICLE,West End,33.73851,-84.4237,2017-10-11 04:00:00
172841176,1790 CHESHIRE BRIDGE RD NE,Day Watch,24,LARCENY-NON VEHICLE,Morningside/Lenox Park,33.808640000000004,-84.36393000000001,2017-10-10 17:45:00
172841394,1895 PLAZA LN SW,Day Watch,26,LARCENY-NON VEHICLE,Campbellton Road,33.70316,-84.45279000000001,2017-10-07 14:00:00
172842351,1559 JOHNSON RD NW,Evening Watch,11,LARCENY-NON VEHICLE,Rockdale,33.787690000000005,-84.43737,2017-10-08 00:01:00
172842574,724 LAKE AVE NE,Evening Watch,20,LARCENY-NON VEHICLE,Inman Park,33.75761,-84.36355999999999,2017-10-11 14:13:00
172842760,3800 PRINCETON LAKES PKWY,Evening Watch,18,LARCENY-NON VEHICLE,Princeton Lakes,33.65652,-84.5126,2017-10-11 21:40:00
172840911,499 NORTHSIDE CIR NW,Morning Watch,18,LARCENY-FROM VEHICLE,Loring Heights,33.79742,-84.40671,2017-10-10 23:00:00
172841660,255 SPRING ST SW,Evening Watch,5,LARCENY-FROM VEHICLE,Castleberry Hill,33.74755,-84.39824,2017-10-08 08:00:00
172842473,2 12TH ST NE,Evening Watch,13,LARCENY-NON VEHICLE,Midtown,33.784659999999995,-84.38759,2017-10-11 19:35:00
172842056,41 WALTON ST NW,Evening Watch,5,LARCENY-NON VEHICLE,Downtown,33.75577,-84.38998000000001,2017-10-11 16:30:00
172841555,3261 PEACHTREE ROAD NE,Day Watch,21,LARCENY-NON VEHICLE,Peachtree Park,33.84409,-84.37051,2017-10-11 14:20:00
172842075,250 PIEDMONT AVE NE @HILTON OFFICE TOWER,Evening Watch,13,LARCENY-NON VEHICLE,Downtown,33.76126,-84.38223,2017-10-11 17:10:00
